Latitude,Longitude
-23.64498418644932,-46.52775918795625
-23.64481910190149,-46.52920445724504
-23.6449979384431,-46.52879687822679
-23.64469908482161,-46.52917886367322
-23.64488011623899,-46.52792837960831
-23.64492287967187,-46.52827975300477
-23.64494508780801,-46.5285340289167
-23.64493235929213,-46.52867959664285
-23.64491398713004,-46.52835104929643
-23.6449667083413,-46.52876232838587
-23.64474779738068,-46.52903934794412
-23.64475454774104,-46.52787345060321
-23.64479520635904,-46.52800979402653
-23.64480351095178,-46.52903340102925
-23.64498559794051,-46.52874269473788
-23.6449257664895,-46.52829455991802
-23.64484129792733,-46.52842090327792
-23.64500174922751,-46.52801218579378
-23.64499935618809,-46.52869007784857
-23.6448478168397,-46.52878903898058
-23.64505207277735,-46.52809516276061
-23.64500074919023,-46.52851394051162
-23.64489801880161,-46.52784899927306
-23.64494398573236,-46.52918583030267
-23.6447322856548,-46.52849348163898
-23.64476505052149,-46.52870500871752
-23.64500058942919,-46.52794003640836
-23.64491892571791,-46.52802285286752
-23.6447105931634,-46.5285883640285
-23.64484901976746,-46.52869999746473
-23.64484609151039,-46.52914685719693
-23.64505982505765,-46.52879027695585
-23.64479339400766,-46.52834604429571
-23.64490132889494,-46.52905414834372
-23.64510573996322,-46.52894469816851
-23.64475916602949,-46.52901000096531
-23.64504888239004,-46.52820987675842
-23.64492812827387,-46.52851698198948
-23.64480858121172,-46.52782131224132
-23.6447885106701,-46.52790490394714
-23.64504615420823,-46.52844820641189
-23.64485484465309,-46.52876433987436
-23.64483322444129,-46.52904829472848
-23.64491295963501,-46.52916965110462
-23.64474771130341,-46.52911997466307
-23.64508577074456,-46.5278255271803
-23.64489582823927,-46.5288803703072
-23.64470612318144,-46.52780399434074
-23.64504353873615,-46.52822851682421
-23.64498325091761,-46.52841707215421
-23.64484239674124,-46.52822518218959
-23.64478674686485,-46.52803815714443
-23.64508823615228,-46.52915221676889
-23.644988613808,-46.52832529682041
-23.64510428967944,-46.52789469221172
-23.64508959441972,-46.52813898026876
-23.64511671095724,-46.52878033843024
-23.64486895517854,-46.52885756048999
-23.64475593353892,-46.52841238181134
-23.64493700038756,-46.52866230885435
-23.64483530876881,-46.52868417321381
-23.64501165101466,-46.52826527257449
-23.6449407631041,-46.52920784557359
-23.64472827613911,-46.52877366889156
-23.64472856203252,-46.52793677315288
-23.6449975655158,-46.52810234495828
-23.64474909559281,-46.52890863823041
-23.64482525092376,-46.52839393412206
-23.6450272976359,-46.52922327849306
-23.64510992532814,-46.52833835546145
-23.64510861795509,-46.52781834128966
-23.64480921317402,-46.52847335510832
-23.64480416871713,-46.52878131046377
-23.64490619902253,-46.52860413193721
-23.64474756909741,-46.52783733649822
-23.64496722251563,-46.52798985634626
-23.64488664879196,-46.52860989462886
-23.64472492546321,-46.5285400537456
-23.64510187879372,-46.5283992781779
-23.64478222552417,-46.52859050612948
-23.64471209956522,-46.52776915538551
-23.64510485609661,-46.52861295913455
-23.64496712105409,-46.52790572682761
-23.6447403788218,-46.5283236337142
-23.64494051033822,-46.52808357914915
-23.6447209215785,-46.52855901359609
-23.64475422756992,-46.52819210861212
-23.64488844696086,-46.52909841096238
-23.64508871954092,-46.52907435126676
-23.64471708263845,-46.52841869821838
-23.64499143862946,-46.5279455319786
-23.64475386652778,-46.52890140305264
-23.64484823375462,-46.52855002550448
-23.64493358207746,-46.52876604758698
-23.64482066334403,-46.52919973814684
-23.64481771087459,-46.52833886861752
-23.64496941335894,-46.52916946887099
-23.64509486178262,-46.52783140803754
-23.64490364485031,-46.52832582964423
-23.64485926715197,-46.5288665892074
