Latitude,Longitude
-23.64462466560574,-46.52839384444206
-23.645513782322258,-46.52707567470169
-23.645439142895352,-46.52600828116791
-23.645439142895352,-46.52600828116791
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
-23.646703383971314,-46.525808045052656
