Latitude,Longitude
-23.64462466560574,-46.52839384444206
-23.644067172772118,-46.526862145470176
-23.644067172772118,-46.526862145470176
-23.644067172772118,-46.526862145470176
-23.643169147160012,-46.52596411985807
-23.64468891565665,-46.525990647515854
-23.64468891565665,-46.525990647515854
-23.645157972783714,-46.5269523571454
-23.6438247219185,-46.52624345508559
-23.6438247219185,-46.52624345508559
-23.645493915214104,-46.52650782933151
-23.644489325745713,-46.52592782933151
-23.644489325745713,-46.52592782933151
-23.644489325745713,-46.52592782933151
-23.644489325745713,-46.52592782933151
-23.644489325745713,-46.52592782933151
-23.644489325745713,-46.52592782933151
-23.644489325745713,-46.52592782933151
-23.645144171741066,-46.52739863751831
-23.645144171741066,-46.52739863751831
-23.645144171741066,-46.52739863751831
-23.64559442416634,-46.52592592819413
-23.64559442416634,-46.52592592819413
-23.64559442416634,-46.52592592819413
-23.64559442416634,-46.52592592819413
-23.64559442416634,-46.52592592819413
-23.64559442416634,-46.52592592819413
-23.64559442416634,-46.52592592819413
-23.64559442416634,-46.52592592819413
-23.64559442416634,-46.52592592819413
-23.64559442416634,-46.52592592819413
-23.64559442416634,-46.52592592819413
-23.64559442416634,-46.52592592819413
-23.64559442416634,-46.52592592819413
-23.64559442416634,-46.52592592819413
-23.64559442416634,-46.52592592819413
-23.64559442416634,-46.52592592819413
-23.64559442416634,-46.52592592819413
-23.64457504552278,-46.52589033070749
-23.64457504552278,-46.52589033070749
-23.64581819789199,-46.52602099128657
-23.64581819789199,-46.52602099128657
-23.64581819789199,-46.52602099128657
-23.64581819789199,-46.52602099128657
-23.64581819789199,-46.52602099128657
-23.64581819789199,-46.52602099128657
-23.64581819789199,-46.52602099128657
-23.64581819789199,-46.52602099128657
-23.64581819789199,-46.52602099128657
-23.64581819789199,-46.52602099128657
-23.64581819789199,-46.52602099128657
-23.64581819789199,-46.52602099128657
-23.64581819789199,-46.52602099128657
-23.64581819789199,-46.52602099128657
-23.64581819789199,-46.52602099128657
-23.64581819789199,-46.52602099128657
-23.64471886798227,-46.5259826018402
-23.64471886798227,-46.5259826018402
-23.64471886798227,-46.5259826018402
-23.64471886798227,-46.5259826018402
-23.64471886798227,-46.5259826018402
-23.64471886798227,-46.5259826018402
-23.64471886798227,-46.5259826018402
-23.64471886798227,-46.5259826018402
-23.64471886798227,-46.5259826018402
-23.64471886798227,-46.5259826018402
-23.64471886798227,-46.5259826018402
-23.64501202346632,-46.52736178995723
-23.64501202346632,-46.52736178995723
-23.64501202346632,-46.52736178995723
-23.64501202346632,-46.52736178995723
-23.64501202346632,-46.52736178995723
-23.64501202346632,-46.52736178995723
-23.646077117818635,-46.525998531353494
-23.646077117818635,-46.525998531353494
-23.646077117818635,-46.525998531353494
-23.646077117818635,-46.525998531353494
-23.646077117818635,-46.525998531353494
-23.646077117818635,-46.525998531353494
-23.646077117818635,-46.525998531353494
-23.646077117818635,-46.525998531353494
-23.646077117818635,-46.525998531353494
-23.646077117818635,-46.525998531353494
-23.646077117818635,-46.525998531353494
-23.646077117818635,-46.525998531353494
-23.646077117818635,-46.525998531353494
-23.646077117818635,-46.525998531353494
-23.646077117818635,-46.525998531353494
-23.646077117818635,-46.525998531353494
-23.646077117818635,-46.525998531353494
-23.646077117818635,-46.525998531353494
-23.646077117818635,-46.525998531353494
-23.646077117818635,-46.525998531353494
-23.646077117818635,-46.525998531353494
-23.64410981763517,-46.52589542951969
-23.64410981763517,-46.52589542951969
-23.64410981763517,-46.52589542951969
-23.646022511455506,-46.52606276854577
-23.646022511455506,-46.52606276854577
-23.646022511455506,-46.52606276854577
