Latitude,Longitude
-23.64511397461072,-46.52813284040444
-23.64488067021355,-46.52813581469996
-23.64507640362038,-46.52776862610479
-23.64510273674324,-46.52907790868261
-23.6451138968008,-46.52860177934402
-23.64490474894509,-46.52859059422605
-23.64482046237302,-46.52855540324495
-23.64477675471746,-46.52836087695642
-23.64489082635791,-46.52889598237746
-23.64503551392131,-46.52902307804336
-23.64482264319534,-46.52895379456909
-23.64475416208841,-46.52790600693852
-23.64482765068735,-46.52859672839531
-23.64506630973235,-46.52856851127028
-23.64508551434652,-46.52825648550814
-23.64485247560566,-46.52883009712692
-23.64483682232548,-46.52806484695279
-23.64477396936751,-46.5289448087271
-23.64479540625461,-46.52834138905969
-23.64476177432745,-46.52867238024719
-23.64482856647107,-46.52821348151263
-23.64480069411923,-46.52908415519674
-23.64499313403915,-46.52776923395608
-23.6448391243483,-46.52907238447695
-23.64502769862674,-46.52906970428911
-23.64490915714592,-46.52792074646298
-23.64482772381629,-46.52829001929359
-23.64495010940759,-46.5289986246152
-23.64472830780586,-46.52778363008513
-23.64483888549509,-46.52788757643709
-23.64505186601846,-46.52894391364605
-23.64471044896866,-46.5286831790938
-23.64481847526126,-46.52919134486105
-23.64478470215909,-46.52864557335526
-23.6449951251156,-46.5280111627626
-23.64472159006699,-46.52861787233339
-23.64494874846016,-46.52779964159294
-23.64502433317722,-46.52827324948547
-23.64498718579629,-46.52886145544684
-23.64485510064586,-46.52793288856538
-23.64510183015163,-46.52820969205211
-23.64475354777635,-46.52815117613375
-23.6447040408643,-46.52867318460736
-23.6449881026425,-46.52854688332862
-23.64508650170945,-46.52850630922115
-23.64488683986178,-46.52847961731392
-23.64510713132107,-46.52861675507504
-23.64496697566898,-46.52818406733571
-23.64501948435758,-46.52783281349816
-23.64500036434782,-46.52872543708675
-23.64507410534781,-46.52873211380178
-23.64488232163315,-46.52840658936689
-23.64488425524618,-46.52905991611654
-23.64485844477152,-46.52802084645366
-23.64472880473262,-46.52882251259986
-23.64478028236079,-46.52898102704933
-23.64495035013737,-46.52886002342453
-23.64511364237269,-46.52878672118099
-23.64471517552213,-46.52796720913368
-23.64509106087012,-46.52850414150875
-23.64493639050071,-46.52783032866655
-23.64489515950429,-46.52860592297322
-23.64499730688523,-46.52807073448172
-23.64508417851217,-46.52839128180545
-23.64490205835769,-46.52889123768639
-23.64480194346316,-46.5286223264718
-23.6450170386309,-46.52913839874
-23.64500632431482,-46.52891674103557
-23.6448745270722,-46.52883690127144
-23.64495633296125,-46.52809865823717
-23.64473031127941,-46.5290097014961
-23.64485697484109,-46.52904908313608
-23.64503869828809,-46.5286074929686
-23.64471367210436,-46.52776365696825
-23.64489641622969,-46.52858249551284
-23.64477717469981,-46.52897363532141
-23.64497677089777,-46.5286108280133
-23.64474039931476,-46.52776448589886
-23.64474181869361,-46.52868548498856
-23.64481674195832,-46.52788484870889
-23.64474229245172,-46.52835564006831
-23.64493798082811,-46.52832142711296
-23.6450107002426,-46.52847652724157
-23.64497737031358,-46.52827955865988
-23.64485505462429,-46.52788417654771
-23.64487033804641,-46.52824082933311
-23.64469751272364,-46.52842591005797
-23.64470126760652,-46.52868628921208
-23.64469941648197,-46.52921401929568
-23.64499144092057,-46.52910542853822
-23.64470610737713,-46.52812997403217
-23.64475815293407,-46.52793183445479
-23.64470363616997,-46.52806924573235
-23.64492571337887,-46.52831940595105
-23.64505325660567,-46.5278843120962
-23.64472513046038,-46.52892079497352
-23.64473453452059,-46.5284410170098
-23.6450257053056,-46.52776148973777
-23.64502768798413,-46.52823718860696
-23.64492132698846,-46.52901648478871
