Latitude,Longitude
-23.64494120547181,-46.52866194767849
-23.64509031771615,-46.52880564768554
-23.64473512622488,-46.52915906845657
-23.64492799038042,-46.52801122994541
-23.64490446050832,-46.52793133510598
-23.64484689466017,-46.52920612030977
-23.6450065989178,-46.52913840645627
-23.64501224051632,-46.52846922214617
-23.64509533985401,-46.52848037320734
-23.64492820592778,-46.52811108639393
-23.64508751225494,-46.52911250169912
-23.64508787201106,-46.52848295402178
-23.64488892482156,-46.52841231384207
-23.64509186366264,-46.52791896336991
-23.64479504150793,-46.52801638627657
-23.64479344656313,-46.52845589194045
-23.6451036746813,-46.52892352964001
-23.64509709682544,-46.52801055532981
-23.64506273883307,-46.52867598978375
-23.64498740233244,-46.52889831138402
-23.64492043729264,-46.52855480630465
-23.64470406660595,-46.52821847922029
-23.64499104999211,-46.52884680928999
-23.64510891480954,-46.5282998250601
-23.6448804293725,-46.52898986002523
-23.64505547206067,-46.52863452279456
-23.6447368018777,-46.52819724865334
-23.64471478046192,-46.52918482772605
-23.6449189967782,-46.52843530746988
-23.64490054260572,-46.52813964595212
-23.64498821812178,-46.52915666295068
-23.64481971620843,-46.528158098024
-23.64481256157255,-46.52776366052888
-23.64487846655398,-46.52811303790016
-23.64477486595583,-46.52888294968304
-23.64507627194752,-46.5290529342121
-23.64473861568922,-46.52812558377943
-23.6448678658052,-46.52888029573492
-23.64477036051742,-46.52886820767967
-23.64497368306887,-46.52904911273086
-23.64496695345929,-46.52822214893709
-23.64471915870667,-46.52919255062405
-23.64490369232901,-46.52859854632085
-23.6449605811918,-46.5282884610823
-23.64478209109246,-46.52912728385893
-23.64494634708246,-46.52901190669953
-23.64498476579841,-46.52858016678493
-23.64501466363912,-46.52898555196942
-23.6447569226905,-46.52918100007405
-23.64474005016723,-46.52875587321571
-23.64509974711288,-46.52872735291248
-23.64484260729837,-46.52816051865443
-23.64483755738773,-46.52822731675462
-23.64475313500825,-46.52874628984006
-23.6448538780843,-46.52828344277054
-23.64511598207099,-46.52894849245055
-23.64483865414728,-46.52906221382833
-23.64507610315705,-46.52803005588232
-23.64484529678383,-46.52833447676782
-23.64481643410546,-46.52813639167654
-23.64504531383976,-46.52904674634248
-23.64501345977744,-46.52901021969883
-23.64507883453707,-46.52859478630952
-23.64480236658013,-46.52815681918036
-23.64506778689237,-46.52802871903847
-23.64481276943742,-46.52802659740227
-23.64488112165497,-46.52889427177796
-23.64483682364287,-46.52882025068226
-23.64470166966984,-46.52860130079527
-23.64483301198741,-46.52845863867867
-23.64508051789867,-46.52900241700364
-23.64472971851756,-46.52887302332962
-23.6448963288236,-46.52844896231365
-23.64477191192929,-46.5291525151785
-23.64481334858997,-46.52867883292661
-23.64480759793096,-46.52827349689104
-23.64484641521053,-46.52842873269896
-23.64484943045167,-46.5286693194713
-23.6449656138561,-46.52885001945937
-23.64470497720075,-46.52871064221782
-23.64495890988922,-46.52848024305685
-23.64493175011669,-46.52830620472122
-23.64508332361065,-46.52820831537358
-23.64481056300991,-46.52833480262588
-23.64479945985843,-46.52920021976648
-23.64490750105496,-46.52837567817525
-23.6448786573729,-46.52849218081659
-23.64471422798592,-46.52816254889471
-23.64490761449428,-46.52906405726027
-23.64487399185709,-46.52879909909668
-23.64503570871195,-46.52915302274668
-23.6448718304963,-46.52906036055791
-23.6448335201539,-46.52825817561941
-23.64491025402922,-46.52793268068827
-23.64507907390944,-46.52778957900971
-23.64500793559075,-46.52907849290187
-23.64509285697253,-46.52891431454412
-23.6449430928227,-46.52824617849323
-23.64483407970476,-46.52799606376382
-23.64479018832904,-46.52836439597348
