Latitude,Longitude
-23.64492266315784,-46.52629767217227
-23.644992863196805,-46.52628409691042
-23.645063063235774,-46.52627052164858
-23.64513326327474,-46.52625694638673
-23.64520346331371,-46.52624337112488
-23.645273663352675,-46.52622979586303
-23.64534386339164,-46.526216220601185
-23.64541406343061,-46.52620264533934
-23.645484263469577,-46.52618907007749
-23.645554463508546,-46.52617549481565
-23.645624663547512,-46.5261619195538
-23.645694863586478,-46.52614834429195
-23.645765063625447,-46.5261347690301
-23.645835263664413,-46.526121193768255
-23.645905463703382,-46.52610761850641
-23.645975663742348,-46.52609404324456
-23.646045863781318,-46.526080467982716
-23.646116063820283,-46.52606689272087
-23.64618626385925,-46.52605331745902
-23.64625646389822,-46.52603974219717
-23.646326663937185,-46.526026166935324
-23.646396863976154,-46.52601259167348
-23.64646706401512,-46.52599901641163
-23.646537264054086,-46.525985441149786
-23.646607464093055,-46.52597186588794
-23.64667766413202,-46.525958290626086
-23.64674786417099,-46.52594471536424
-23.646818064209956,-46.525931140102394
-23.646888264248922,-46.52591756484055
-23.64695846428789,-46.5259039895787
-23.647028664326857,-46.525890414316855
-23.647098864365827,-46.52587683905501
-23.647169064404792,-46.525863263793156
-23.64723926444376,-46.52584968853131
-23.647309464482728,-46.52583611326946
-23.647379664521694,-46.52582253800762
-23.647449864560663,-46.52580896274577
-23.64752006459963,-46.525795387483925
-23.6475902646386,-46.52578181222208
-23.647660464677564,-46.525768236960225
-23.64773066471653,-46.52575466169838
-23.6478008647555,-46.52574108643653
-23.647871064794465,-46.525727511174686
-23.647941264833435,-46.52571393591284
-23.6480114648724,-46.525700360650994
-23.648081664911366,-46.52568678538915
-23.648151864950336,-46.525673210127295
-23.6482220649893,-46.52565963486545
-23.64829226502827,-46.5256460596036
-23.648362465067237,-46.525632484341756
-23.648362465067237,-46.525632484341756
-23.648288454115786,-46.5257344082811
-23.648214443164335,-46.52583633222044
-23.64814043221288,-46.52593825615979
-23.64806642126143,-46.52604018009913
-23.64799241030998,-46.52614210403848
-23.647918399358527,-46.52624402797782
-23.647844388407073,-46.526345951917165
-23.647770377455622,-46.52644787585651
-23.64769636650417,-46.52654979979585
